id_transaksi,tanggal,produk_id,nama_produk,kategori,harga,jumlah,kota,total_harga
366,2024-01-01,P024,Produk-14,Olahraga,180544,17,Makassar,3069248
367,2024-01-02,P029,Produk-2,Pakaian,574628,11,Surabaya,6320908
368,2024-01-03,P049,Produk-11,Pakaian,749309,9,Jakarta,6743781
369,2024-01-04,P046,Produk-1,Olahraga,656590,10,Makassar,6565900
370,2024-01-05,P031,Produk-19,Elektronik,1029947,18,Jakarta,18539046
371,2024-01-06,P035,Produk-4,Olahraga,797028,13,Medan,10361364
372,2024-01-07,P033,Produk-19,Olahraga,517243,8,Makassar,4137944
373,2024-01-08,P021,Produk-11,Pakaian,574426,7,Makassar,4020982
374,2024-01-09,P032,Produk-8,Pakaian,443574,17,Bandung,7540758
375,2024-01-10,P023,Produk-11,Olahraga,1742483,15,Medan,26137245
376,2024-01-11,P033,Produk-4,Olahraga,518466,15,Medan,7776990
377,2024-01-12,P003,Produk-17,Olahraga,921808,1,Makassar,921808
378,2024-01-13,P018,Produk-7,Pakaian,1722795,14,Medan,24119130
379,2024-01-14,P025,Produk-8,Olahraga,206951,5,Makassar,1034755
380,2024-01-15,P042,Produk-3,Olahraga,917964,11,Bandung,10097604
381,2024-01-16,P031,Produk-2,Buku,892210,16,Makassar,14275360
382,2024-01-17,P003,Produk-15,Elektronik,612060,2,Medan,1224120
383,2024-01-18,P040,Produk-5,Makanan,1157054,8,Medan,9256432
384,2024-01-19,P046,Produk-1,Elektronik,1556145,11,Makassar,17117595
385,2024-01-20,P024,Produk-4,Buku,601050,18,Makassar,10818900
386,2024-01-21,P050,Produk-15,Makanan,1242931,3,Makassar,3728793
387,2024-01-22,P032,Produk-20,Olahraga,1817858,1,Surabaya,1817858
388,2024-01-23,P047,Produk-19,Buku,744780,11,Medan,8192580
389,2024-01-24,P022,Produk-3,Olahraga,892000,16,Medan,14272000
390,2024-01-25,P023,Produk-20,Pakaian,921522,18,Surabaya,16587396
391,2024-01-26,P002,Produk-11,Buku,1905227,16,Makassar,30483632
392,2024-01-27,P027,Produk-17,Pakaian,893601,10,Bandung,8936010
393,2024-01-28,P042,Produk-13,Buku,1592247,18,Makassar,28660446
394,2024-01-29,P002,Produk-11,Buku,649253,6,Makassar,3895518
395,2024-01-30,P026,Produk-2,Pakaian,227912,19,Surabaya,4330328
396,2024-01-31,P017,Produk-9,Makanan,225767,4,Medan,903068
397,2024-02-01,P040,Produk-2,Elektronik,286281,13,Makassar,3721653
398,2024-02-02,P033,Produk-9,Olahraga,134754,14,Medan,1886556
399,2024-02-03,P009,Produk-9,Buku,652276,3,Jakarta,1956828
400,2024-02-04,P043,Produk-8,Olahraga,1550134,10,Medan,15501340
401,2024-02-05,P048,Produk-17,Pakaian,557732,6,Bandung,3346392
402,2024-02-06,P039,Produk-1,Olahraga,200023,1,Bandung,200023
403,2024-02-07,P029,Produk-11,Pakaian,1755243,14,Makassar,24573402
404,2024-02-08,P042,Produk-8,Olahraga,130388,8,Medan,1043104
405,2024-02-09,P026,Produk-10,Elektronik,1975776,19,Makassar,37539744
406,2024-02-10,P035,Produk-7,Elektronik,1920436,14,Surabaya,26886104
407,2024-02-11,P050,Produk-3,Elektronik,289779,10,Bandung,2897790
408,2024-02-12,P025,Produk-3,Elektronik,928453,17,Makassar,15783701
409,2024-02-13,P024,Produk-18,Elektronik,954850,9,Surabaya,8593650
410,2024-02-14,P013,Produk-5,Elektronik,256846,6,Makassar,1541076
411,2024-02-15,P007,Produk-12,Pakaian,744335,11,Medan,8187685
412,2024-02-16,P036,Produk-12,Buku,1085354,7,Medan,7597478
413,2024-02-17,P045,Produk-19,Olahraga,1230788,17,Medan,20923396
414,2024-02-18,P020,Produk-6,Elektronik,1911429,1,Medan,1911429
415,2024-02-19,P001,Produk-2,Pakaian,838140,5,Jakarta,4190700
416,2024-02-20,P008,Produk-12,Pakaian,1511387,9,Surabaya,13602483
417,2024-02-21,P046,Produk-19,Pakaian,1698885,18,Surabaya,30579930
418,2024-02-22,P016,Produk-5,Buku,1257956,2,Medan,2515912
419,2024-02-23,P014,Produk-12,Olahraga,1143365,11,Jakarta,12577015
420,2024-02-24,P012,Produk-17,Buku,76086,6,Medan,456516
421,2024-02-25,P023,Produk-17,Makanan,1377579,8,Jakarta,11020632
422,2024-02-26,P015,Produk-10,Pakaian,581972,4,Medan,2327888
423,2024-02-27,P028,Produk-17,Makanan,1189664,18,Bandung,21413952
424,2024-02-28,P034,Produk-15,Elektronik,444423,11,Bandung,4888653
425,2024-02-29,P002,Produk-12,Elektronik,1668963,5,Makassar,8344815
426,2024-03-01,P032,Produk-16,Buku,640381,15,Medan,9605715
427,2024-03-02,P023,Produk-19,Olahraga,1259337,18,Surabaya,22668066
428,2024-03-03,P022,Produk-8,Makanan,885083,2,Makassar,1770166
429,2024-03-04,P025,Produk-17,Olahraga,1636757,11,Bandung,18004327
430,2024-03-05,P022,Produk-5,Buku,1589600,13,Medan,20664800
431,2024-03-06,P022,Produk-16,Elektronik,1689282,4,Makassar,6757128
432,2024-03-07,P049,Produk-6,Olahraga,1223650,7,Medan,8565550
433,2024-03-08,P042,Produk-8,Olahraga,939497,11,Bandung,10334467
434,2024-03-09,P006,Produk-18,Elektronik,180351,4,Makassar,721404
435,2024-03-10,P015,Produk-12,Makanan,1813947,15,Bandung,27209205
436,2024-03-11,P043,Produk-15,Elektronik,88635,1,Jakarta,88635
437,2024-03-12,P037,Produk-9,Olahraga,1023619,3,Bandung,3070857
438,2024-03-13,P033,Produk-13,Makanan,1193647,14,Medan,16711058
439,2024-03-14,P008,Produk-15,Makanan,1045909,6,Surabaya,6275454
440,2024-03-15,P044,Produk-10,Elektronik,1564494,18,Bandung,28160892
441,2024-03-16,P044,Produk-16,Olahraga,914950,1,Surabaya,914950
442,2024-03-17,P005,Produk-7,Buku,1466953,6,Jakarta,8801718
443,2024-03-18,P039,Produk-17,Olahraga,940083,6,Makassar,5640498
444,2024-03-19,P004,Produk-7,Pakaian,647093,16,Makassar,10353488
445,2024-03-20,P006,Produk-14,Buku,471280,5,Surabaya,2356400
446,2024-03-21,P045,Produk-15,Makanan,959245,17,Makassar,16307165
447,2024-03-22,P032,Produk-7,Buku,391207,10,Bandung,3912070
448,2024-03-23,P030,Produk-9,Makanan,1363174,18,Surabaya,24537132
449,2024-03-24,P047,Produk-19,Makanan,1381598,7,Medan,9671186
450,2024-03-25,P035,Produk-16,Buku,1280746,3,Bandung,3842238
451,2024-03-26,P040,Produk-8,Makanan,243226,13,Bandung,3161938
452,2024-03-27,P016,Produk-18,Makanan,1242639,15,Bandung,18639585
453,2024-03-28,P013,Produk-18,Pakaian,642632,19,Medan,12210008
454,2024-03-29,P050,Produk-20,Olahraga,1989954,3,Jakarta,5969862
455,2024-03-30,P042,Produk-7,Olahraga,610881,4,Makassar,2443524
456,2024-03-31,P030,Produk-3,Pakaian,610592,5,Surabaya,3052960
457,2024-04-01,P019,Produk-18,Buku,1522178,1,Jakarta,1522178
458,2024-04-02,P017,Produk-10,Elektronik,1809156,4,Surabaya,7236624
459,2024-04-03,P019,Produk-7,Elektronik,1212189,12,Makassar,14546268
460,2024-04-04,P028,Produk-17,Elektronik,1823274,10,Medan,18232740
461,2024-04-05,P026,Produk-14,Pakaian,1586081,13,Bandung,20619053
462,2024-04-06,P037,Produk-3,Pakaian,464299,14,Bandung,6500186
463,2024-04-07,P026,Produk-12,Makanan,1641218,5,Medan,8206090
464,2024-04-08,P023,Produk-13,Elektronik,334334,4,Jakarta,1337336
465,2024-04-09,P009,Produk-2,Buku,1629006,14,Jakarta,22806084
466,2024-04-10,P012,Produk-3,Buku,471614,10,Surabaya,4716140
467,2024-04-11,P001,Produk-5,Elektronik,1281619,17,Medan,21787523
468,2024-04-12,P001,Produk-11,Elektronik,1926870,10,Jakarta,19268700
469,2024-04-13,P047,Produk-8,Elektronik,1807346,7,Medan,12651422
470,2024-04-14,P034,Produk-12,Pakaian,1249151,16,Makassar,19986416
471,2024-04-15,P032,Produk-7,Pakaian,175438,1,Bandung,175438
472,2024-04-16,P048,Produk-15,Pakaian,1671320,17,Bandung,28412440
473,2024-04-17,P025,Produk-17,Olahraga,1723031,9,Bandung,15507279
474,2024-04-18,P040,Produk-4,Buku,1967043,6,Medan,11802258
475,2024-04-19,P045,Produk-13,Buku,1072892,19,Medan,20384948
476,2024-04-20,P001,Produk-18,Makanan,844448,13,Surabaya,10977824
477,2024-04-21,P016,Produk-1,Pakaian,314528,3,Bandung,943584
478,2024-04-22,P039,Produk-16,Olahraga,1291968,7,Surabaya,9043776
479,2024-04-23,P005,Produk-13,Olahraga,458288,9,Bandung,4124592
480,2024-04-24,P022,Produk-10,Buku,152239,5,Surabaya,761195
481,2024-04-25,P029,Produk-12,Pakaian,685719,10,Surabaya,6857190
482,2024-04-26,P003,Produk-2,Makanan,1965026,17,Makassar,33405442
483,2024-04-27,P012,Produk-3,Pakaian,1663374,12,Surabaya,19960488
484,2024-04-28,P026,Produk-10,Elektronik,754293,16,Medan,12068688
485,2024-04-29,P016,Produk-2,Pakaian,858258,3,Surabaya,2574774
486,2024-04-30,P037,Produk-13,Elektronik,380170,9,Bandung,3421530
487,2024-05-01,P022,Produk-13,Elektronik,171668,15,Surabaya,2575020
488,2024-05-02,P029,Produk-18,Makanan,816988,5,Jakarta,4084940
489,2024-05-03,P014,Produk-3,Buku,1517310,13,Bandung,19725030
490,2024-05-04,P028,Produk-7,Pakaian,598333,14,Jakarta,8376662
491,2024-05-05,P005,Produk-14,Elektronik,231948,15,Bandung,3479220
492,2024-05-06,P047,Produk-20,Pakaian,535662,16,Medan,8570592
493,2024-05-07,P049,Produk-17,Buku,664390,13,Medan,8637070
494,2024-05-08,P030,Produk-12,Buku,364063,17,Medan,6189071
495,2024-05-09,P046,Produk-16,Olahraga,1722305,8,Jakarta,13778440
496,2024-05-10,P005,Produk-12,Buku,1256751,2,Makassar,2513502
497,2024-05-11,P012,Produk-15,Makanan,299877,5,Bandung,1499385
498,2024-05-12,P016,Produk-10,Elektronik,1003692,6,Medan,6022152
499,2024-05-13,P026,Produk-7,Olahraga,1235493,12,Bandung,14825916
500,2024-05-14,P026,Produk-20,Makanan,267770,18,Jakarta,4819860
501,2024-05-15,P048,Produk-5,Pakaian,692613,1,Makassar,692613
502,2024-05-16,P021,Produk-1,Elektronik,1642201,17,Jakarta,27917417
503,2024-05-17,P039,Produk-17,Buku,727673,11,Bandung,8004403
504,2024-05-18,P036,Produk-3,Elektronik,994447,10,Makassar,9944470
505,2024-05-19,P033,Produk-13,Pakaian,390093,19,Makassar,7411767
506,2024-05-20,P030,Produk-14,Olahraga,1885284,14,Jakarta,26393976
507,2024-05-21,P037,Produk-18,Olahraga,1411871,10,Medan,14118710
508,2024-05-22,P023,Produk-4,Olahraga,1072145,15,Bandung,16082175
509,2024-05-23,P010,Produk-18,Buku,1765880,19,Surabaya,33551720
510,2024-05-24,P005,Produk-5,Makanan,1937895,4,Surabaya,7751580
511,2024-05-25,P036,Produk-16,Makanan,655730,2,Jakarta,1311460
512,2024-05-26,P034,Produk-1,Elektronik,1148423,9,Bandung,10335807
513,2024-05-27,P031,Produk-14,Buku,1157229,10,Bandung,11572290
514,2024-05-28,P010,Produk-15,Olahraga,1840008,11,Jakarta,20240088
515,2024-05-29,P019,Produk-9,Olahraga,1876525,14,Bandung,26271350
516,2024-05-30,P032,Produk-15,Pakaian,368766,7,Medan,2581362
517,2024-05-31,P001,Produk-17,Pakaian,1388530,15,Jakarta,20827950
518,2024-06-01,P005,Produk-4,Olahraga,1176418,19,Medan,22351942
519,2024-06-02,P045,Produk-12,Olahraga,322647,15,Bandung,4839705
520,2024-06-03,P004,Produk-5,Buku,134761,8,Jakarta,1078088
521,2024-06-04,P016,Produk-5,Makanan,1528768,11,Bandung,16816448
522,2024-06-05,P024,Produk-11,Pakaian,848022,9,Jakarta,7632198
523,2024-06-06,P016,Produk-6,Makanan,1615213,15,Bandung,24228195
524,2024-06-07,P002,Produk-7,Buku,716246,1,Medan,716246
525,2024-06-08,P049,Produk-14,Olahraga,980370,1,Medan,980370
526,2024-06-09,P028,Produk-11,Makanan,378768,19,Bandung,7196592
527,2024-06-10,P032,Produk-13,Olahraga,738152,3,Jakarta,2214456
528,2024-06-11,P027,Produk-2,Olahraga,452980,10,Surabaya,4529800
529,2024-06-12,P020,Produk-7,Elektronik,1088336,8,Medan,8706688
530,2024-06-13,P024,Produk-20,Makanan,831198,15,Medan,12467970
531,2024-06-14,P012,Produk-4,Makanan,1218932,10,Surabaya,12189320
532,2024-06-15,P050,Produk-8,Olahraga,1315804,1,Bandung,1315804
533,2024-06-16,P035,Produk-20,Buku,92727,18,Jakarta,1669086
534,2024-06-17,P033,Produk-19,Elektronik,390615,2,Bandung,781230
535,2024-06-18,P033,Produk-13,Olahraga,1630932,19,Makassar,30987708
536,2024-06-19,P043,Produk-14,Pakaian,691211,13,Medan,8985743
537,2024-06-20,P037,Produk-10,Pakaian,1499087,1,Makassar,1499087
538,2024-06-21,P012,Produk-11,Elektronik,484376,2,Medan,968752
539,2024-06-22,P003,Produk-2,Buku,61390,16,Medan,982240
540,2024-06-23,P001,Produk-9,Olahraga,681040,15,Makassar,10215600
541,2024-06-24,P033,Produk-17,Makanan,987635,13,Makassar,12839255
542,2024-06-25,P040,Produk-3,Elektronik,1455474,16,Bandung,23287584
543,2024-06-26,P010,Produk-6,Buku,1436689,17,Makassar,24423713
544,2024-06-27,P043,Produk-5,Makanan,1768974,7,Bandung,12382818
545,2024-06-28,P044,Produk-5,Pakaian,1019831,17,Bandung,17337127
546,2024-06-29,P029,Produk-15,Pakaian,799078,7,Bandung,5593546
547,2024-06-30,P013,Produk-17,Makanan,1437784,13,Medan,18691192
548,2024-07-01,P012,Produk-9,Elektronik,71281,5,Medan,356405
549,2024-07-02,P031,Produk-3,Pakaian,104189,17,Makassar,1771213
550,2024-07-03,P046,Produk-20,Olahraga,312093,3,Medan,936279
551,2024-07-04,P002,Produk-17,Makanan,1409231,7,Makassar,9864617
552,2024-07-05,P050,Produk-10,Makanan,1744979,17,Medan,29664643
553,2024-07-06,P035,Produk-3,Pakaian,1631469,7,Jakarta,11420283
554,2024-07-07,P023,Produk-18,Elektronik,412462,1,Jakarta,412462
555,2024-07-08,P017,Produk-18,Olahraga,444597,17,Makassar,7558149
556,2024-07-09,P026,Produk-17,Elektronik,856242,17,Medan,14556114
557,2024-07-10,P008,Produk-3,Buku,1347991,11,Medan,14827901
558,2024-07-11,P029,Produk-3,Buku,729682,3,Bandung,2189046
559,2024-07-12,P026,Produk-6,Pakaian,1140445,15,Surabaya,17106675
560,2024-07-13,P010,Produk-13,Pakaian,607243,11,Makassar,6679673
561,2024-07-14,P026,Produk-15,Pakaian,1684252,16,Surabaya,26948032
562,2024-07-15,P034,Produk-9,Buku,1864188,9,Surabaya,16777692
563,2024-07-16,P041,Produk-4,Elektronik,60207,1,Makassar,60207
564,2024-07-17,P007,Produk-14,Elektronik,268401,16,Medan,4294416
565,2024-07-18,P004,Produk-5,Pakaian,1035132,9,Makassar,9316188
566,2024-07-19,P050,Produk-2,Olahraga,209292,19,Surabaya,3976548
567,2024-07-20,P045,Produk-11,Elektronik,1575842,12,Medan,18910104
568,2024-07-21,P011,Produk-9,Buku,546762,19,Jakarta,10388478
569,2024-07-22,P029,Produk-3,Makanan,1303733,9,Makassar,11733597
570,2024-07-23,P036,Produk-9,Makanan,1120607,7,Makassar,7844249
571,2024-07-24,P025,Produk-3,Makanan,513937,14,Medan,7195118
572,2024-07-25,P021,Produk-2,Olahraga,917239,19,Jakarta,17427541
573,2024-07-26,P036,Produk-12,Pakaian,645600,19,Jakarta,12266400
574,2024-07-27,P010,Produk-10,Buku,634054,2,Medan,1268108
575,2024-07-28,P037,Produk-9,Olahraga,1242097,9,Bandung,11178873
576,2024-07-29,P009,Produk-15,Buku,401977,13,Makassar,5225701
577,2024-07-30,P024,Produk-8,Buku,237771,15,Makassar,3566565
578,2024-07-31,P035,Produk-5,Pakaian,287199,3,Surabaya,861597
579,2024-08-01,P049,Produk-11,Makanan,1048757,11,Medan,11536327
580,2024-08-02,P035,Produk-2,Pakaian,1859595,14,Surabaya,26034330
581,2024-08-03,P048,Produk-15,Olahraga,810129,8,Surabaya,6481032
582,2024-08-04,P036,Produk-6,Olahraga,685329,18,Jakarta,12335922
583,2024-08-05,P018,Produk-8,Olahraga,690473,19,Makassar,13118987
584,2024-08-06,P049,Produk-5,Pakaian,227164,16,Surabaya,3634624
585,2024-08-07,P039,Produk-16,Buku,1555463,2,Jakarta,3110926
586,2024-08-08,P032,Produk-18,Buku,1633214,8,Medan,13065712
587,2024-08-09,P024,Produk-6,Elektronik,801518,6,Surabaya,4809108
588,2024-08-10,P023,Produk-5,Olahraga,1985867,12,Makassar,23830404
589,2024-08-11,P032,Produk-16,Buku,563313,15,Surabaya,8449695
590,2024-08-12,P037,Produk-13,Elektronik,1092726,8,Medan,8741808
591,2024-08-13,P012,Produk-5,Buku,1884434,4,Surabaya,7537736
592,2024-08-14,P049,Produk-13,Olahraga,1167063,15,Makassar,17505945
593,2024-08-15,P013,Produk-17,Makanan,198694,17,Jakarta,3377798
594,2024-08-16,P023,Produk-18,Olahraga,173853,13,Makassar,2260089
595,2024-08-17,P025,Produk-8,Pakaian,1413837,18,Jakarta,25449066
596,2024-08-18,P035,Produk-13,Buku,285062,2,Bandung,570124
597,2024-08-19,P041,Produk-19,Buku,1550186,13,Makassar,20152418
598,2024-08-20,P030,Produk-3,Pakaian,283077,13,Makassar,3680001
599,2024-08-21,P017,Produk-8,Pakaian,937516,15,Medan,14062740
600,2024-08-22,P049,Produk-2,Makanan,1122358,10,Surabaya,11223580
601,2024-08-23,P020,Produk-8,Buku,1608068,3,Jakarta,4824204
602,2024-08-24,P048,Produk-13,Buku,1913462,19,Jakarta,36355778
603,2024-08-25,P025,Produk-13,Makanan,1952912,3,Medan,5858736
604,2024-08-26,P022,Produk-1,Elektronik,704224,14,Medan,9859136
605,2024-08-27,P013,Produk-6,Makanan,1507384,8,Surabaya,12059072
606,2024-08-28,P019,Produk-19,Olahraga,203245,4,Surabaya,812980
607,2024-08-29,P049,Produk-16,Buku,1220834,11,Makassar,13429174
608,2024-08-30,P036,Produk-8,Pakaian,1734532,11,Bandung,19079852
609,2024-08-31,P012,Produk-1,Olahraga,504418,11,Surabaya,5548598
610,2024-09-01,P041,Produk-16,Buku,1581192,2,Medan,3162384
611,2024-09-02,P019,Produk-9,Makanan,1484904,17,Surabaya,25243368
612,2024-09-03,P012,Produk-13,Olahraga,1605157,9,Jakarta,14446413
613,2024-09-04,P009,Produk-11,Buku,1522542,2,Bandung,3045084
614,2024-09-05,P007,Produk-13,Elektronik,328710,15,Makassar,4930650
615,2024-09-06,P028,Produk-10,Elektronik,712550,16,Jakarta,11400800
616,2024-09-07,P014,Produk-4,Pakaian,1056111,4,Jakarta,4224444
617,2024-09-08,P031,Produk-6,Buku,612621,8,Bandung,4900968
618,2024-09-09,P019,Produk-7,Elektronik,1482649,9,Makassar,13343841
619,2024-09-10,P047,Produk-5,Makanan,1834841,5,Medan,9174205
620,2024-09-11,P016,Produk-11,Buku,663859,16,Makassar,10621744
621,2024-09-12,P005,Produk-13,Makanan,1218839,13,Surabaya,15844907
622,2024-09-13,P035,Produk-19,Makanan,1648099,7,Jakarta,11536693
623,2024-09-14,P012,Produk-10,Elektronik,50159,17,Surabaya,852703
624,2024-09-15,P025,Produk-10,Buku,1766081,3,Medan,5298243
625,2024-09-16,P021,Produk-11,Olahraga,1048413,5,Surabaya,5242065
626,2024-09-17,P036,Produk-7,Elektronik,1261569,19,Makassar,23969811
627,2024-09-18,P023,Produk-18,Elektronik,417003,12,Surabaya,5004036
628,2024-09-19,P016,Produk-4,Buku,1245885,7,Medan,8721195
629,2024-09-20,P039,Produk-2,Buku,1206083,9,Medan,10854747
630,2024-09-21,P045,Produk-14,Makanan,1113319,6,Medan,6679914
631,2024-09-22,P042,Produk-13,Buku,1851038,17,Makassar,31467646
632,2024-09-23,P039,Produk-12,Makanan,1144677,16,Medan,18314832
633,2024-09-24,P014,Produk-7,Elektronik,1341293,3,Jakarta,4023879
634,2024-09-25,P031,Produk-2,Pakaian,695822,4,Medan,2783288
635,2024-09-26,P005,Produk-13,Olahraga,1444947,10,Surabaya,14449470
636,2024-09-27,P035,Produk-14,Elektronik,1329180,5,Surabaya,6645900
637,2024-09-28,P023,Produk-17,Buku,1286026,10,Surabaya,12860260
638,2024-09-29,P029,Produk-9,Olahraga,1956134,12,Makassar,23473608
639,2024-09-30,P043,Produk-17,Pakaian,1941079,10,Surabaya,19410790
640,2024-10-01,P011,Produk-8,Pakaian,1825057,13,Makassar,23725741
641,2024-10-02,P018,Produk-2,Makanan,386907,11,Makassar,4255977
642,2024-10-03,P047,Produk-13,Olahraga,537030,16,Medan,8592480
643,2024-10-04,P012,Produk-3,Makanan,1858286,8,Jakarta,14866288
644,2024-10-05,P009,Produk-16,Elektronik,455453,8,Medan,3643624
645,2024-10-06,P010,Produk-6,Olahraga,721009,8,Medan,5768072
646,2024-10-07,P044,Produk-19,Elektronik,218785,13,Makassar,2844205
647,2024-10-08,P017,Produk-7,Makanan,254535,2,Makassar,509070
648,2024-10-09,P038,Produk-10,Olahraga,750769,12,Surabaya,9009228
649,2024-10-10,P007,Produk-9,Makanan,229838,10,Surabaya,2298380
650,2024-10-11,P046,Produk-2,Olahraga,620442,12,Medan,7445304
651,2024-10-12,P013,Produk-15,Makanan,319160,11,Bandung,3510760
652,2024-10-13,P040,Produk-5,Pakaian,522779,15,Bandung,7841685
653,2024-10-14,P042,Produk-4,Makanan,491904,16,Surabaya,7870464
654,2024-10-15,P009,Produk-20,Pakaian,926110,17,Bandung,15743870
655,2024-10-16,P050,Produk-4,Makanan,948488,2,Surabaya,1896976
656,2024-10-17,P027,Produk-18,Olahraga,628526,18,Makassar,11313468
657,2024-10-18,P002,Produk-4,Olahraga,370752,12,Medan,4449024
658,2024-10-19,P005,Produk-17,Olahraga,1711945,19,Jakarta,32526955
659,2024-10-20,P029,Produk-12,Buku,1346220,18,Medan,24231960
660,2024-10-21,P037,Produk-17,Elektronik,887393,17,Surabaya,15085681
661,2024-10-22,P038,Produk-10,Olahraga,1298351,6,Surabaya,7790106
662,2024-10-23,P019,Produk-1,Pakaian,1012261,15,Medan,15183915
663,2024-10-24,P008,Produk-18,Olahraga,1911925,3,Surabaya,5735775
664,2024-10-25,P048,Produk-18,Buku,990240,6,Bandung,5941440
665,2024-10-26,P045,Produk-14,Pakaian,864422,3,Bandung,2593266
666,2024-10-27,P001,Produk-15,Buku,1161127,1,Surabaya,1161127
667,2024-10-28,P022,Produk-12,Pakaian,784983,13,Surabaya,10204779
668,2024-10-29,P017,Produk-4,Makanan,1776376,14,Bandung,24869264
669,2024-10-30,P007,Produk-3,Elektronik,216277,13,Surabaya,2811601
670,2024-10-31,P025,Produk-20,Elektronik,1088660,4,Surabaya,4354640
671,2024-11-01,P045,Produk-12,Buku,130811,7,Medan,915677
672,2024-11-02,P004,Produk-7,Elektronik,829128,10,Jakarta,8291280
673,2024-11-03,P036,Produk-11,Buku,891535,7,Bandung,6240745
674,2024-11-04,P006,Produk-1,Buku,1562604,15,Medan,23439060
675,2024-11-05,P031,Produk-6,Buku,1009131,15,Jakarta,15136965
676,2024-11-06,P019,Produk-15,Elektronik,1466842,4,Surabaya,5867368
677,2024-11-07,P044,Produk-15,Buku,284104,6,Surabaya,1704624
678,2024-11-08,P039,Produk-19,Elektronik,1641872,5,Medan,8209360
679,2024-11-09,P027,Produk-11,Buku,252346,12,Surabaya,3028152
680,2024-11-10,P010,Produk-2,Olahraga,1655266,1,Makassar,1655266
681,2024-11-11,P026,Produk-14,Buku,234456,8,Medan,1875648
682,2024-11-12,P019,Produk-2,Pakaian,1882858,1,Jakarta,1882858
683,2024-11-13,P039,Produk-4,Buku,1497585,5,Medan,7487925
684,2024-11-14,P003,Produk-17,Makanan,1594619,6,Bandung,9567714
685,2024-11-15,P045,Produk-3,Buku,186643,3,Medan,559929
686,2024-11-16,P013,Produk-13,Pakaian,1588659,15,Surabaya,23829885
687,2024-11-17,P050,Produk-9,Pakaian,1212126,5,Surabaya,6060630
688,2024-11-18,P028,Produk-7,Elektronik,534146,14,Makassar,7478044
689,2024-11-19,P020,Produk-15,Olahraga,1010652,18,Makassar,18191736
690,2024-11-20,P028,Produk-11,Buku,141218,16,Makassar,2259488
691,2024-11-21,P008,Produk-20,Elektronik,1231872,6,Jakarta,7391232
692,2024-11-22,P041,Produk-2,Olahraga,1598485,14,Makassar,22378790
693,2024-11-23,P039,Produk-15,Buku,1617343,8,Jakarta,12938744
694,2024-11-24,P001,Produk-14,Makanan,1278343,7,Makassar,8948401
695,2024-11-25,P003,Produk-20,Buku,957211,8,Jakarta,7657688
696,2024-11-26,P013,Produk-11,Pakaian,1490434,13,Medan,19375642
697,2024-11-27,P028,Produk-3,Pakaian,1863924,6,Medan,11183544
698,2024-11-28,P049,Produk-17,Makanan,1338592,18,Surabaya,24094656
699,2024-11-29,P025,Produk-12,Elektronik,82441,2,Jakarta,164882
700,2024-11-30,P033,Produk-15,Olahraga,1336614,8,Bandung,10692912
701,2024-12-01,P038,Produk-16,Buku,744489,11,Surabaya,8189379
702,2024-12-02,P006,Produk-5,Pakaian,805612,1,Medan,805612
703,2024-12-03,P044,Produk-20,Elektronik,1947376,6,Jakarta,11684256
704,2024-12-04,P045,Produk-6,Makanan,1714986,16,Makassar,27439776
705,2024-12-05,P032,Produk-19,Pakaian,94760,12,Bandung,1137120
706,2024-12-06,P045,Produk-5,Makanan,1097159,11,Medan,12068749
707,2024-12-07,P047,Produk-3,Buku,335622,10,Surabaya,3356220
708,2024-12-08,P021,Produk-1,Olahraga,1956862,3,Jakarta,5870586
709,2024-12-09,P016,Produk-6,Pakaian,1979238,13,Bandung,25730094
710,2024-12-10,P021,Produk-15,Pakaian,1446436,3,Jakarta,4339308
711,2024-12-11,P011,Produk-2,Buku,717540,15,Makassar,10763100
712,2024-12-12,P037,Produk-3,Elektronik,148538,16,Surabaya,2376608
713,2024-12-13,P036,Produk-17,Olahraga,1638236,13,Jakarta,21297068
714,2024-12-14,P035,Produk-12,Pakaian,866228,17,Medan,14725876
715,2024-12-15,P019,Produk-18,Olahraga,1025776,3,Surabaya,3077328
716,2024-12-16,P020,Produk-15,Pakaian,561511,11,Medan,6176621
717,2024-12-17,P018,Produk-12,Olahraga,1319611,19,Jakarta,25072609
718,2024-12-18,P047,Produk-16,Makanan,935258,11,Surabaya,10287838
719,2024-12-19,P041,Produk-8,Pakaian,432736,16,Medan,6923776
720,2024-12-20,P049,Produk-14,Olahraga,1454355,3,Makassar,4363065
721,2024-12-21,P014,Produk-17,Elektronik,1733886,6,Makassar,10403316
722,2024-12-22,P015,Produk-8,Makanan,628328,14,Jakarta,8796592
723,2024-12-23,P031,Produk-15,Makanan,911789,18,Surabaya,16412202
724,2024-12-24,P001,Produk-14,Elektronik,1825304,17,Bandung,31030168
725,2024-12-25,P003,Produk-18,Olahraga,1701220,4,Surabaya,6804880
726,2024-12-26,P016,Produk-20,Buku,1376931,15,Makassar,20653965
727,2024-12-27,P023,Produk-7,Elektronik,417570,11,Medan,4593270
728,2024-12-28,P011,Produk-3,Olahraga,317986,3,Bandung,953958
729,2024-12-29,P012,Produk-12,Elektronik,506331,3,Jakarta,1518993
730,2024-12-30,P010,Produk-3,Elektronik,1951860,16,Bandung,31229760
731,2024-12-31,P032,Produk-20,Pakaian,1486457,5,Jakarta,7432285
732,2025-01-01,P016,Produk-14,Olahraga,1406688,10,Bandung,14066880
